original_text,perturbed_text,label
"BTG hits Amazon, Netflix and others with patent suit BTG, a London-based firm that focuses on intellectual property and technology [[commercialization]], filed suit against Amazon.com, Barnesandnoble.com and two other [[Internet]] companies for infringing on patents related to the tracking of users online.","BTG hits Amazon, Netflix and others with patent suit BTG, a London-based firm that focuses on intellectual property and technology [[commercializaiton]], filed suit against Amazon.com, Barnesandnoble.com and two other [[Incternet]] companies for infringing on patents related to the tracking of users online.",3
"Chambers: Cisco, Fujitsu [[Team]] On Japan [[Networking]]; 2005 Product &lt;b&gt;...&lt;/b&gt; Land of the rising [[routers]]. Cisco Systems (nasdaq: CSCO - news - people ) and Fujitsu (otc: FJTSY - news - people ) will join forces to develop high-end routers for Internet networks in Japan.","Chambers: Cisco, Fujitsu [[Tea]] On Japan [[Neworking]]; 2005 Product &lt;b&gt;...&lt;/b&gt; Land of the rising [[roters]]. Cisco Systems (nasdaq: CSCO - news - people ) and Fujitsu (otc: FJTSY - news - people ) will join forces to develop high-end routers for Internet networks in Japan.",3
"UPDATE [[3-Alliance]] [[Capital]] profit [[rises]] in third [[quarter]] [[Alliance]] [[Capital]] Management [[Holdings]] LP ([[AC]].N: [[Quote]], [[Profile]], [[Research]]) , [[one]] of the biggest [[US]] money [[managers]], on [[Thursday]] [[said]] its [[profit]] rose in the third quarter ","UPDATE [[3tAlliance]] [[CapBital]] profit [[riseo]] in third [[quartre]] [[SAlliance]] [[Captal]] Management [[Holdingks]] LP ([[AP]].N: [[Juote]], [[Prfoile]], [[Researhc]]) , [[noe]] of the biggest [[xUS]] money [[mnaagers]], on [[KThursday]] [[saNid]] its [[profi]] rose in the third quarter ",2
"[[Update]] 3: LNM to [[Buy]] [[ISG]] for \$4.[[5B]] in [[Cash]], [[Stock]] A privately-owned Dutch [[steelmaker]] headed by billionaire [[Lakshmi]] [[Mittal]] is buying [[US-based]] [[International]] Steel Group Inc. for about \$4.","[[Udate]] 3: LNM to [[Byu]] [[mSG]] for \$4.[[5]] in [[rash]], [[tSock]] A privately-owned Dutch [[steelmker]] headed by billionaire [[Lakshim]] [[MittaEl]] is buying [[US-Xased]] [[InternaJtional]] Steel Group Inc. for about \$4.",2
[[Qwest]]: The end of the beginning [[Thursday]] #[[39]];s agreement between Qwest Communications and federal regulator [[settles]] allegations of  quot;massive [[financial]] fraud quot; at a price of \$250 [[million]].,[[Qwefst]]: The end of the beginning [[Thrusday]] #[[e9]];s agreement between Qwest Communications and federal regulator [[sttles]] allegations of  quot;massive [[fcinancial]] fraud quot; at a price of \$250 [[millio]].,2
"[[Vietnam]] Opens Bunker Used by Ho Chi Minh (AP) AP - [[Behind]] thick concrete walls and iron doors, Ho Chi Minh and other top Vietnamese [[leaders]] hid in secret underground [[tunnels]] during U.S. [[B-52]] [[bombing]] [[raids]] to [[plot]] key military strategies that [[led]] to America's defeat in the [[Vietnam]] War.","[[Vietnma]] Opens Bunker Used by Ho Chi Minh (AP) AP - [[Bhind]] thick concrete walls and iron doors, Ho Chi Minh and other top Vietnamese [[eaders]] hid in secret underground [[tunnVls]] during U.S. -[[B52]] [[bombinng]] [[raidds]] to [[lpot]] key military strategies that [[lde]] to America's defeat in the [[Vxetnam]] War.",0
"[[Emmons]] loses gold medal after aiming at wrong [[target]] American [[shooter]] [[Matt]] Emmons [[fired]] at the wrong target on his [[final]] shot Sunday, blowing a [[commanding]] lead in the Olympic [[50-meter]] [[three-position]] rifle [[event]] and allowing [[Jia]] Zhanbo of China to [[take]] the gold.","[[GEmmons]] loses gold medal after aiming at wrong [[taiget]] American [[shooer]] [[Mart]] Emmons [[fireId]] at the wrong target on his [[finall]] shot Sunday, blowing a [[commandxng]] lead in the Olympic [[V0-meter]] [[three-posititn]] rifle [[evet]] and allowing [[Jria]] Zhanbo of China to [[taike]] the gold.",1
UN [[shrugs]] off [[US]] demands to boost Iraq presence BAGHDAD (AFP) - The [[United]] [[States]] failed win a promise from the United Nations to increase its [[staff]] in [[Iraq]] ahead of [[elections]] as [[Washington]] stepped up its charges that Damascus was [[sheltering]] [[insurgent]] [[leaders]].,UN [[chrugs]] off [[UD]] demands to boost Iraq presence BAGHDAD (AFP) - The [[Unted]] [[StateAs]] failed win a promise from the United Nations to increase its [[taff]] in [[Ira]] ahead of [[eletions]] as [[Washingtno]] stepped up its charges that Damascus was [[sheltZering]] [[insurgenF]] [[Ueaders]].,0
BT cuts prices for telecom rivals [[Ofcom]] is cutting the price BT can charge its rivals for putting their broadband equipment in its [[exchanges]] by up to 60.,BT cuts prices for telecom rivals [[Ffcom]] is cutting the price BT can charge its rivals for putting their broadband equipment in its [[exchanes]] by up to 60.,2
"Midtier [[ERP]] [[Vendors]] [[Can]] Capitalize On Oracle Antitrust Verdict The door is [[open]] for Oracle to win its bid for PeopleSoft, and for midmarket ERP [[vendors]] to increase their business. By Elena Malykhina.","Midtier [[REP]] [[Vendrs]] [[Cna]] Capitalize On Oracle Antitrust Verdict The door is [[oVen]] for Oracle to win its bid for PeopleSoft, and for midmarket ERP [[venodrs]] to increase their business. By Elena Malykhina.",3
England held up in Zimbabwe [[Zimbabwe]] held up England #39;s charge as they battled to avert a series whitewash in the fourth one-day [[international]] in Bulawayo today.,England held up in Zimbabwe [[Zibmabwe]] held up England #39;s charge as they battled to avert a series whitewash in the fourth one-day [[internationa]] in Bulawayo today.,1
Four former [[El]] [[Paso]] [[natural]] [[gas]] [[traders]] [[charged]] HOUSTON Four former El [[Paso]] [[Corporation]] [[natural]] [[gas]] [[traders]] have been [[charged]] with [[making]] false [[reports]] used to [[calculate]] the [[index]] [[price]] of [[natural]] gas.,Four former [[l]] [[Paos]] [[ntaural]] [[gaZs]] [[tyaders]] [[chQarged]] HOUSTON Four former El [[Iaso]] [[Corporpation]] [[naItural]] [[gxs]] [[tradegrs]] have been [[hcarged]] with [[aking]] false [[repotrs]] used to [[calculQte]] the [[indx]] [[Kprice]] of [[natual]] gas.,2
Probe Sought on Charges FDA Discredited Whistleblower The head of the Senate Finance Committee called on the US Department of Health and Human Services to launch a probe of allegations that the US [[Food]] and Drug Administration went out of its way to discredit a whistleblower.,Probe Sought on Charges FDA Discredited Whistleblower The head of the Senate Finance Committee called on the US Department of Health and Human Services to launch a probe of allegations that the US [[Foogd]] and Drug Administration went out of its way to discredit a whistleblower.,2
"[[Musharraf]] Sees '[[Light]] at End of [[Tunnel']] with India (Reuters) Reuters - Pakistani [[President]] [[Pervez]]\[[Musharraf]] [[said]] on [[Monday]] there were prospects for [[resolving]] all\disputes with India, including over [[Kashmir]], through [[peace]]\talks now under way.","[[Muharraf]] Sees '[[Lgiht]] at End of [[Tnunel']] with India (Reuters) Reuters - Pakistani [[Prsident]] [[PeLvez]]\[[Msuharraf]] [[sai]] on [[MoOnday]] there were prospects for [[resolvin]] all\disputes with India, including over [[Kashmri]], through [[peagce]]\talks now under way.",0
" #39;Enron of [[Kansas]] #[[39]]; Trial Begins [[In]] the recent annals of [[corporate]] fraud, the names [[Enron]], Tyco and WorldCom ring the loudest. But for residents of Topeka, Kan., the former leaders of the [[local]] [[utility]] [[company]] have become just as infamous."," #39;Enron of [[Kansa]] #[[9]]; Trial Begins [[sIn]] the recent annals of [[corporeate]] fraud, the names [[Enrno]], Tyco and WorldCom ring the loudest. But for residents of Topeka, Kan., the former leaders of the [[loacl]] [[utilty]] [[copany]] have become just as infamous.",2
"[[Update]] 1: Negotiators Meet at WTO for Farm [[Talks]] [[Negotiators]] met Friday at the [[World]] [[Trade]] [[Organization]] for formal farm talks, capping a weeklong series of informal discussions on ways to reach a wider-ranging liberalization accord by the end of 2005.","[[pUdate]] 1: Negotiators Meet at WTO for Farm [[Tlks]] [[Negtoiators]] met Friday at the [[orld]] [[TraAde]] [[Organiation]] for formal farm talks, capping a weeklong series of informal discussions on ways to reach a wider-ranging liberalization accord by the end of 2005.",2
"Specter [[Wants]] to [[Make]] Case to Lead [[SJC]] ([[AP]]) [[AP]] - [[Sen]]. Arlen Specter, R-Pa., [[wants]] to make his case to be chairman of the Senate Judiciary Committee directly to the [[panel's]] [[GOP]] [[members]] next week.","Specter [[WGnts]] to [[Male]] Case to Lead [[JSC]] ([[AK]]) [[AlP]] - [[en]]. Arlen Specter, R-Pa., [[wanst]] to make his case to be chairman of the Senate Judiciary Committee directly to the [[panels]] [[GO]] [[Fmembers]] next week.",0
"No Chance of Chiron Vaccine, U.S. Says  WASHINGTON ([[Reuters]]) - None of [[Chiron]] Corp.'s flu vaccine  made at a British plant is safe, which means the U.S. flu  vaccine supply will be half of what was expected, U.S. health  officials said on Friday.","No Chance of Chiron Vaccine, U.S. Says  WASHINGTON ([[Reuteirs]]) - None of [[hCiron]] Corp.'s flu vaccine  made at a British plant is safe, which means the U.S. flu  vaccine supply will be half of what was expected, U.S. health  officials said on Friday.",2
"Veritas Keeps Reaching into Its Wallet By acquiring KVault, which makes e-mail-archiving [[software]], it aims to erode EMC #39;s lead and rebuild investors #39; confidence.","Veritas Keeps Reaching into Its Wallet By acquiring KVault, which makes e-mail-archiving [[softwDre]], it aims to erode EMC #39;s lead and rebuild investors #39; confidence.",3
[[Amvescap]] [[reorganizes]] after settling The [[chairman]] of [[Amvescap]] said Wednesday that the company planned to wrap its [[US]] [[mutual]] [[fund]] [[businesses]] into one following a \$450 million [[settlement]] with regulators over improper trading.,[[AmvEescap]] [[Teorganizes]] after settling The [[chariman]] of [[Avescap]] said Wednesday that the company planned to wrap its [[WUS]] [[mutuall]] [[Vfund]] [[buisnesses]] into one following a \$450 million [[seottlement]] with regulators over improper trading.,2
[[Israel]] Battens [[Down]] Hatches for Volatile [[Gaza]] [[Vote]]  JERUSALEM (Reuters) - Israel's parliament took  extraordinary security steps Wednesday for a vote next week on  a [[Gaza]] pullout plan expected to spark Jewish [[settler]] protests  and heighten [[death]] [[threats]] against [[Prime]] [[Minister]] [[Ariel]] Sharon.,[[Isarel]] Battens [[Doxwn]] Hatches for Volatile [[Gaaz]] [[XVote]]  JERUSALEM (Reuters) - Israel's parliament took  extraordinary security steps Wednesday for a vote next week on  a [[Gaaz]] pullout plan expected to spark Jewish [[settle]] protests  and heighten [[dmeath]] [[threqts]] against [[PrVime]] [[Minisetr]] [[yriel]] Sharon.,0
"[[Windows]] Tip: Scheduled Tasks written by Greg [[Melton]] on Monday &[[lt]];b&gt;...&[[lt]];/b&gt; If you always [[forget]] to [[scan]] for viruses, update [[virus]] [[protection]], [[run]] [[Disk]] Defragmenter, or run any other [[system]] tool, look to the Task Scheduler for help.","[[Windfws]] Tip: Scheduled Tasks written by Greg [[Muelton]] on Monday &[[le]];b&gt;...&[[t]];/b&gt; If you always [[fkrget]] to [[scal]] for viruses, update [[viru]] [[proWtection]], [[ru]] [[Diusk]] Defragmenter, or run any other [[ysstem]] tool, look to the Task Scheduler for help.",3
"[[Suicide]] [[bombers]] suspected in [[attack]] JAKARTA, Indonesia -- [[Police]] released [[yesterday]] a grainy [[photo]] taken by a [[security]] [[camera]] of a [[white]] delivery [[truck]] just before it blew up [[outside]] the [[Australian]] [[Embassy]] and said they suspect [[two]] [[suicide]] bombers in the vehicle [[set]] off the explosion, [[killing]] seven other people.","[[Suicijde]] [[boXmbers]] suspected in [[attaca]] JAKARTA, Indonesia -- [[DPolice]] released [[yeskerday]] a grainy [[pohto]] taken by a [[secruity]] [[caIera]] of a [[wKite]] delivery [[rtuck]] just before it blew up [[ouutside]] the [[AustCalian]] [[EZbassy]] and said they suspect [[wo]] [[uicide]] bombers in the vehicle [[jset]] off the explosion, [[kiling]] seven other people.",0
"Take-Two Sees Higher Sports Prices for New [[Consoles]]  NEW YORK (Reuters) - Take-Two Interactive Software Inc.  &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.[[jhtml]]?ticker=TTWO.O qtype=sym infotype=info qcat=news""&gt;TTWO.O&lt;/A&gt; on Monday said that prices for its sports video games  will likely return to higher levels once new game consoles  arrive in late 2005 or 2006.","Take-Two Sees Higher Sports Prices for New [[Conoles]]  NEW YORK (Reuters) - Take-Two Interactive Software Inc.  &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.[[jXtml]]?ticker=TTWO.O qtype=sym infotype=info qcat=news""&gt;TTWO.O&lt;/A&gt; on Monday said that prices for its sports video games  will likely return to higher levels once new game consoles  arrive in late 2005 or 2006.",3
Golf's New No. 1 Tiger Woods's [[reign]] as the world's top player ends at 264 weeks as Vijay Singh has seized the No. 1 spot after beating Woods to win the Deutsche Bank on Monday.,Golf's New No. 1 Tiger Woods's [[reixgn]] as the world's top player ends at 264 weeks as Vijay Singh has seized the No. 1 spot after beating Woods to win the Deutsche Bank on Monday.,1
"Contenders can #[[39]];t [[afford]] any more mistakes [[When]] Nextel [[Cup]] [[leader]] [[Kurt]] Busch was hit by engine [[failure]] at Atlanta Motor Speedway and finished 42nd last Sunday, the mishap tightened [[NASCAR]] #[[39]];s new 10-race [[championship]] [[format]].","Contenders can #[[a39]];t [[afforxd]] any more mistakes [[Wehn]] Nextel [[Cu]] [[leaNer]] [[Kudrt]] Busch was hit by engine [[failre]] at Atlanta Motor Speedway and finished 42nd last Sunday, the mishap tightened [[NAXCAR]] #[[e39]];s new 10-race [[champoinship]] [[formta]].",1
"Indonesia Furious Over Australia #39;s New Maritime Surveillance Zone Australia #39;s plan to establish a [[maritime]] [[surveillance]] zone that [[would]] [[cover]] much of [[Indonesia]] has provoked a furious [[response]] from Jakarta, which says the policy contravenes both [[national]] [[sovereignty]] and international law.","Indonesia Furious Over Australia #39;s New Maritime Surveillance Zone Australia #39;s plan to establish a [[amritime]] [[surveiZlance]] zone that [[iould]] [[cove]] much of [[Indonesxa]] has provoked a furious [[resionse]] from Jakarta, which says the policy contravenes both [[nKtional]] [[sovereignDty]] and international law.",0
[[Delaney]] keen to  quot;put things [[right]] quot; Mark [[Delaney]] wants Aston Villa to  quot;stamp their authority on midlands [[football]] [[quot]]; by finally [[overcoming]] [[Birmingham]] in [[Sunday]] #[[39]];s [[derby]].,[[Delnaey]] keen to  quot;put things [[rRight]] quot; Mark [[Deaney]] wants Aston Villa to  quot;stamp their authority on midlands [[footbull]] [[qut]]; by finally [[ovecoming]] [[Birimngham]] in [[Suxnday]] #[[3v9]];s [[deby]].,1
